Age,Gender,Location,Monthly_Income,Education_Level,Platforms_Used,Influencer_Follow_Frequency,Influencer_Type,Product_Discovery_Mode,Num_Influencer_Purchases,Trust_Score,Influencer_Product_Categories,Purchase_Motivators,Purchase_Concerns,Try_New_Brand_Likelihood,Avg_Monthly_Influencer_Spend,Willingness_to_Spend_on_New,Buy_Now_Link_Likelihood,Prefer_Brand_Transparency,ROI_Transparency_Importance,Biggest_Purchase_Factor,Best_Value_Influencer_Tier,Engagement_with_Influencer_Content,Feels_Oversaturated,Suggestions_Concerns
16,Male,Mumbai,11700,Graduate,"Twitter, YouTube",Rarely,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,1,3,"Fashion, Food & Beverages","Quality of content, Positive product reviews, Peer influence",Product quality concerns,1,2424,2278,3,Yes,3,Price,Macro-influencers,Always,No,No suggestions
42,Male,London,13100,Postgraduate,"Facebook, Twitter, TikTok, Others",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,2,5,"Home & Living, Beauty",Positive product reviews,"Return policies, Authenticity of product",1,2254,1988,3,No,4,Convenience,Macro-influencers,Often,Yes,Collaborate with trusted influencers
30,Male,New York,6600,Postgraduate,"TikTok, YouTube, Facebook",Often,"Micro-influencers (1,000 to 10,000 followers)",Recommendations from friends/family,2,4,"Food & Beverages, Technology",Quality of content,"Price, Return policies",4,1435,1698,4,No,2,Convenience,Micro-influencers,Always,No,Collaborate with trusted influencers
32,Male,Other,15800,Graduate,"Facebook, Twitter",Rarely,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,4,3,"Technology, Fashion","Brand reputation, Discounts or offers","Authenticity of product, Price",3,2826,3777,3,No,2,Price,Mega-influencers,Often,Yes,Highlight local brands
23,Female,London,13000,Postgraduate,"YouTube, TikTok",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,2,1,Others,"Peer influence, Discounts or offers",Price,1,3976,4083,5,Yes,3,Convenience,Micro-influencers,Often,Yes,No suggestions
35,Female,Other,26600,Graduate,"YouTube, Instagram",Never,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,1,4,"Technology, Food & Beverages","Positive product reviews, Peer influence",Delivery issues,3,1638,1343,4,Yes,4,Convenience,Mid-tier influencers,Often,Yes,Need more transparency
19,Female,London,30500,Graduate,"YouTube, Others",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Online search,1,4,Beauty,Quality of content,Return policies,3,1679,2215,5,Yes,4,Price,Macro-influencers,Never,No,Highlight local brands
22,Male,Berlin,12500,Postgraduate,"Facebook, Twitter, TikTok",Often,"Macro-influencers (100,000 to 1 million followers)",Other,1,3,"Food & Beverages, Fashion",Peer influence,"Return policies, Product quality concerns",4,3634,3324,4,No,2,Price,Mid-tier influencers,Rarely,No,Lower prices
36,Male,Sydney,16800,Postgraduate,"Facebook, TikTok, Twitter",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Advertisements,4,4,"Home & Living, Others","Positive product reviews, Brand reputation, Discounts or offers","Price, Delivery issues",4,1240,2099,3,No,4,Trust,Macro-influencers,Sometimes,Yes,Better product reviews
26,Female,Dubai,5400,Graduate,"YouTube, Others, TikTok",Rarely,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,3,3,Fitness,"Positive product reviews, Brand reputation, Discounts or offers",Return policies,5,919,1300,2,Yes,3,Trust,Micro-influencers,Rarely,No,Limit sponsored content
40,Male,Other,10500,Postgraduate,"YouTube, Twitter",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,3,2,"Fashion, Others",Quality of content,Return policies,1,348,399,3,Yes,4,Product quality,Mid-tier influencers,Often,Yes,Better product reviews
25,Female,Mumbai,8900,Graduate,"Others, TikTok",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Recommendations from friends/family,0,3,"Food & Beverages, Fitness",Quality of content,"Return policies, Delivery issues",3,855,731,4,Yes,2,Trust,Mid-tier influencers,Often,Yes,Lower prices
31,Male,New York,22900,High School,"Instagram, Twitter",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Advertisements,0,2,"Food & Beverages, Fitness","Quality of content, Peer influence, Discounts or offers",Authenticity of product,1,1493,2266,1,Yes,3,Trust,Mid-tier influencers,Sometimes,No,Improve product quality
30,Male,Mumbai,5600,Other,"Twitter, YouTube, TikTok",Always,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,2,1,Technology,"Brand reputation, Quality of content","Price, Return policies",4,5855,9571,3,Yes,3,Trust,Micro-influencers,Rarely,Yes,Collaborate with trusted influencers
35,Female,Other,13400,Postgraduate,"Instagram, YouTube",Often,"Micro-influencers (1,000 to 10,000 followers)",Advertisements,0,2,Food & Beverages,"Positive product reviews, Brand reputation, Discounts or offers","Return policies, Product quality concerns",1,5804,9236,4,Yes,2,Convenience,Mid-tier influencers,Sometimes,Yes,No suggestions
27,Female,Other,46400,High School,"Facebook, Others",Often,Mega-influencers (Over 1 million followers),Recommendations from friends/family,1,4,Technology,"Positive product reviews, Peer influence, Discounts or offers, Brand reputation, Quality of content","Delivery issues, Authenticity of product",5,3678,5958,3,No,4,Convenience,Mid-tier influencers,Often,Yes,Collaborate with trusted influencers
30,Male,New York,26700,Graduate,"Facebook, TikTok, Others",Never,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,2,4,"Others, Fashion","Peer influence, Positive product reviews","Authenticity of product, Price",1,3258,4620,4,Yes,1,Convenience,Micro-influencers,Sometimes,Yes,Highlight local brands
25,Female,Mumbai,8400,Postgraduate,"Instagram, Facebook",Always,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,3,4,"Technology, Beauty",Peer influence,"Product quality concerns, Delivery issues",3,2396,3005,4,No,2,Trust,Micro-influencers,Often,Yes,Need more transparency
37,Female,Mumbai,12600,Postgraduate,"Others, YouTube, Twitter",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,3,3,Beauty,Peer influence,"Return policies, Delivery issues",4,2434,2911,3,Yes,1,Trust,Micro-influencers,Often,Yes,No suggestions
16,Female,Mumbai,16700,Graduate,"Instagram, YouTube, Others",Rarely,Mega-influencers (Over 1 million followers),Through influencer content,1,3,Fashion,"Positive product reviews, Discounts or offers, Brand reputation","Product quality concerns, Authenticity of product",4,505,572,2,Yes,4,Convenience,Mid-tier influencers,Sometimes,No,Improve product quality
24,Female,Dubai,34200,Graduate,"Instagram, YouTube",Never,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,2,2,"Food & Beverages, Fashion","Brand reputation, Discounts or offers",Price,3,2804,4511,3,Yes,3,Trust,Mid-tier influencers,Sometimes,No,Need more transparency
27,Male,Dubai,14000,Graduate,"YouTube, Others",Rarely,"Micro-influencers (1,000 to 10,000 followers)",Other,2,1,"Others, Home & Living","Peer influence, Brand reputation","Delivery issues, Return policies",4,10987,10474,2,No,4,Trust,Mid-tier influencers,Sometimes,No,No suggestions
33,Male,New York,53500,Postgraduate,"Others, TikTok",Sometimes,Mega-influencers (Over 1 million followers),Through influencer content,28,4,Home & Living,"Discounts or offers, Quality of content, Peer influence","Product quality concerns, Authenticity of product",3,1987,3355,4,No,3,Product quality,Micro-influencers,Never,No,Highlight local brands
26,Female,London,23300,Graduate,"YouTube, Instagram, Others",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Advertisements,1,4,"Fashion, Home & Living","Discounts or offers, Quality of content, Positive product reviews",Product quality concerns,3,3509,4461,3,Yes,5,Trust,Micro-influencers,Sometimes,Yes,Need more transparency
20,Male,Other,4500,Postgraduate,"Facebook, YouTube, TikTok, Instagram, Others",Always,"Macro-influencers (100,000 to 1 million followers)",Recommendations from friends/family,4,4,"Fitness, Others",Positive product reviews,Authenticity of product,1,476,596,2,Yes,2,Product quality,Mid-tier influencers,Always,Yes,No suggestions
28,Female,Dubai,34200,Postgraduate,"YouTube, TikTok, Facebook",Always,"Macro-influencers (100,000 to 1 million followers)",Recommendations from friends/family,3,4,"Home & Living, Beauty","Discounts or offers, Quality of content","Product quality concerns, Price",3,645,947,4,Yes,3,Trust,Mid-tier influencers,Sometimes,Yes,Highlight local brands
36,Female,Sydney,24800,High School,"YouTube, Twitter, Instagram",Often,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,3,2,"Food & Beverages, Fitness","Positive product reviews, Brand reputation, Peer influence",Product quality concerns,3,1567,1555,4,Yes,3,Convenience,Mega-influencers,Often,No,Better product reviews
21,Male,Mumbai,37000,Graduate,"Twitter, YouTube",Often,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,0,3,"Food & Beverages, Fashion",Quality of content,Product quality concerns,4,3616,4350,5,Yes,3,Product quality,Micro-influencers,Always,Yes,Lower prices
26,Prefer not to say,Other,8900,Postgraduate,"TikTok, Instagram",Never,"Micro-influencers (1,000 to 10,000 followers)",Recommendations from friends/family,0,3,"Food & Beverages, Beauty","Quality of content, Brand reputation, Peer influence","Return policies, Authenticity of product",1,6303,5216,4,Yes,2,Trust,Micro-influencers,Sometimes,Yes,Limit sponsored content
37,Male,New York,19900,Other,"Others, TikTok",Often,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,0,4,"Fashion, Food & Beverages",Quality of content,"Price, Product quality concerns",4,2780,3127,3,Yes,3,Trust,Micro-influencers,Sometimes,No,Limit sponsored content
24,Female,Other,7700,Graduate,"YouTube, Twitter",Sometimes,Mega-influencers (Over 1 million followers),Advertisements,1,2,Food & Beverages,"Positive product reviews, Brand reputation",Delivery issues,4,475,488,2,Yes,4,Trust,Macro-influencers,Never,No,Need more transparency
31,Female,Sydney,6900,Graduate,"TikTok, Facebook",Always,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,1,3,"Fitness, Home & Living",Quality of content,Authenticity of product,5,2479,3871,4,Yes,4,Product quality,Mid-tier influencers,Always,Yes,Better product reviews
62,Male,Other,14600,Postgraduate,"TikTok, Twitter, Instagram",Often,"Macro-influencers (100,000 to 1 million followers)",Advertisements,3,3,"Fashion, Fitness","Positive product reviews, Peer influence, Brand reputation","Delivery issues, Return policies",4,1075,1169,2,Yes,3,Convenience,Micro-influencers,Sometimes,No,Highlight local brands
26,Male,Berlin,8000,Graduate,"Others, Facebook",Rarely,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,1,3,Others,"Positive product reviews, Discounts or offers, Brand reputation",Return policies,3,2424,3308,2,Yes,1,Trust,Micro-influencers,Often,Yes,Need more transparency
27,Male,Mumbai,7300,Postgraduate,"Instagram, Others, Twitter",Sometimes,"Macro-influencers (100,000 to 1 million followers)",Other,0,4,"Fashion, Beauty","Discounts or offers, Brand reputation, Peer influence","Delivery issues, Authenticity of product",4,1897,1958,4,Yes,5,Trust,Micro-influencers,Often,No,No suggestions
20,Female,New York,16600,Graduate,"Others, Twitter, Instagram",Rarely,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,1,3,"Home & Living, Fashion","Brand reputation, Quality of content","Price, Product quality concerns",3,1636,2554,3,Yes,3,Price,Macro-influencers,Never,Yes,Need more transparency
25,Male,New York,28000,Graduate,"Others, Facebook, Instagram",Sometimes,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,0,5,"Home & Living, Beauty",Brand reputation,Return policies,4,4002,3503,1,No,2,Convenience,Mega-influencers,Often,Yes,Lower prices
16,Male,Dubai,24300,Postgraduate,"YouTube, Facebook",Always,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,0,4,Fashion,"Peer influence, Discounts or offers","Authenticity of product, Product quality concerns",3,974,1410,4,Yes,5,Price,Mega-influencers,Often,Yes,Limit sponsored content
19,Female,Mumbai,20700,Graduate,"Twitter, TikTok",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Recommendations from friends/family,2,5,"Beauty, Fashion","Peer influence, Brand reputation, Discounts or offers",Authenticity of product,4,3445,4534,5,Yes,4,Trust,Mid-tier influencers,Sometimes,Yes,Need more transparency
29,Female,Sydney,11800,Other,"Instagram, TikTok",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,3,4,"Technology, Home & Living","Brand reputation, Peer influence",Price,2,2317,1947,2,No,3,Trust,Mid-tier influencers,Rarely,Yes,Lower prices
31,Female,Other,14200,Graduate,"Others, TikTok",Often,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,3,2,Beauty,Peer influence,"Product quality concerns, Price",3,761,652,4,Yes,3,Price,Macro-influencers,Sometimes,Yes,No suggestions
27,Female,Sydney,38100,Graduate,"Twitter, YouTube, TikTok, Instagram, Others, Facebook",Often,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,4,5,Beauty,"Brand reputation, Discounts or offers, Quality of content","Product quality concerns, Price",5,2807,4073,2,No,3,Product quality,Macro-influencers,Never,Yes,Improve product quality
31,Female,Mumbai,11700,Postgraduate,"Facebook, Instagram, Others",Often,"Macro-influencers (100,000 to 1 million followers)",Recommendations from friends/family,2,2,Home & Living,Peer influence,Product quality concerns,5,4990,4434,3,Yes,4,Price,Mid-tier influencers,Sometimes,Yes,Highlight local brands
34,Male,Sydney,15500,Graduate,"Others, Facebook",Often,Mega-influencers (Over 1 million followers),Recommendations from friends/family,3,2,Food & Beverages,"Brand reputation, Peer influence, Discounts or offers","Product quality concerns, Authenticity of product",4,197,168,4,Yes,4,Product quality,Mid-tier influencers,Never,No,Better product reviews
32,Male,Dubai,5500,Postgraduate,"TikTok, YouTube, Facebook",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Recommendations from friends/family,0,5,"Fashion, Beauty","Quality of content, Discounts or offers","Authenticity of product, Delivery issues",3,2533,3390,4,Yes,4,Price,Micro-influencers,Often,No,No suggestions
25,Male,Mumbai,10500,Postgraduate,"Instagram, TikTok",Sometimes,"Macro-influencers (100,000 to 1 million followers)",Advertisements,32,3,Food & Beverages,"Peer influence, Brand reputation, Discounts or offers","Return policies, Price",3,2006,3252,4,Yes,5,Trust,Mid-tier influencers,Sometimes,Yes,Highlight local brands
32,Male,Dubai,21600,Postgraduate,"Instagram, Others",Always,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,4,3,Beauty,Discounts or offers,"Price, Delivery issues",3,2144,3128,2,No,4,Product quality,Mid-tier influencers,Never,No,No suggestions
31,Female,Sydney,17200,High School,"YouTube, Instagram, TikTok",Always,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,4,5,"Others, Technology",Peer influence,Authenticity of product,3,3206,4448,3,Yes,1,Other,Micro-influencers,Rarely,No,Lower prices
40,Male,Mumbai,14800,Graduate,"Twitter, Instagram, TikTok",Sometimes,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,0,3,Fitness,"Brand reputation, Discounts or offers","Authenticity of product, Product quality concerns",3,2542,2996,5,Yes,3,Convenience,Mid-tier influencers,Often,Yes,Improve product quality
24,Female,Berlin,215616,Graduate,"TikTok, Others, Facebook",Sometimes,Mega-influencers (Over 1 million followers),Advertisements,5,4,"Beauty, Fitness",Peer influence,"Price, Delivery issues",3,4558,4931,5,Yes,4,Trust,Macro-influencers,Sometimes,Yes,Lower prices
